imgid,Yellow,Green,Cyan,Blue,Magenta
masked,7.28669,86.36945,5.08106,1.2628,0.0
masked,2.65847,92.6062,3.62155,1.11378,0.0
masked,13.19489,77.41382,7.95382,1.43748,0.0
masked,4.83613,88.69377,5.28923,1.18086,0.0
masked,4.53063,90.05437,4.42189,0.99311,0.0
masked,9.85077,82.62317,6.1602,1.36585,0.0
masked,4.69082,88.16983,5.87253,1.26682,0.0
masked,6.81893,84.85932,6.82555,1.49619,0.0
masked,10.12781,84.34021,4.56916,0.96282,0.0
masked,7.2299,87.9953,3.79123,0.98357,0.0
masked,11.37949,80.39718,7.124,1.09933,0.0
masked,6.39095,86.36779,5.92161,1.31964,0.0
masked,4.49145,88.68934,5.19646,1.62276,0.0
masked,3.14224,92.09475,3.90183,0.86117,0.0
masked,2.89025,92.09658,3.90567,1.1075,0.0
masked,8.7984,83.72975,6.05584,1.41601,0.0
masked,2.43628,92.00625,4.44506,1.11241,0.0
masked,2.45145,91.9319,4.64565,0.971,0.0
masked,6.57224,85.72679,6.32524,1.37573,0.0
masked,6.2112,85.76317,7.1025,0.92313,0.0
masked,3.70655,90.10211,5.30898,0.88237,0.0
masked,5.61219,88.0554,5.03324,1.29917,0.0
masked,6.05331,85.43301,6.86367,1.65001,0.0
masked,4.16242,90.0066,4.91867,0.91231,0.0
masked,5.73465,85.95704,7.12377,1.18454,0.0
masked,3.25147,88.63478,6.05217,2.06158,0.0
masked,18.90642,74.32417,5.74661,1.0228,0.0
masked,6.48955,85.64283,6.72806,1.13956,0.0
masked,17.49004,73.14513,8.41774,0.94709,0.0
masked,5.40902,87.06511,6.62437,0.9015,0.0
masked,17.77998,73.45244,7.40778,1.3598,0.0
masked,22.43468,70.38514,5.89941,1.28077,0.0
masked,9.32665,82.43058,7.18219,1.06058,0.0
masked,8.05584,84.51288,5.88286,1.54842,0.0
masked,7.74568,85.48001,5.43081,1.34351,0.0
masked,8.28541,82.79267,7.71401,1.20791,0.0
masked,5.40838,88.93215,4.55353,1.10594,0.0
masked,5.30315,87.48347,5.8876,1.32579,0.0
masked,14.76875,77.76832,6.15692,1.30601,0.0
masked,7.78569,87.28911,3.86417,1.06103,0.0
masked,4.91455,87.65844,5.90199,1.52501,0.0
masked,23.42717,70.19218,5.23723,1.14341,0.0
masked,6.83885,86.74218,5.29225,1.12672,0.0
masked,3.73293,90.59752,4.77765,0.8919,0.0
masked,6.42768,85.99957,6.65058,0.92217,0.0
masked,9.33647,82.32485,7.29813,1.04055,0.0
masked,5.72394,87.57416,5.6652,1.03671,0.0
masked,16.80155,75.0993,6.93445,1.1647,0.0
masked,8.89641,84.05518,6.08017,0.96825,0.0
masked,12.63775,80.67448,5.33249,1.35529,0.0
masked,6.48217,85.99521,6.22406,1.29856,0.0
masked,3.10257,92.92868,2.99348,0.97528,0.0
masked,5.23119,88.74409,4.77644,1.24828,0.0
masked,10.9405,82.3889,5.72272,0.94788,0.0
masked,11.1875,81.91709,5.90081,0.99459,0.0
masked,15.00906,79.48937,4.64548,0.85608,0.0
masked,8.97718,82.51028,7.33008,1.18246,0.0
masked,7.16816,85.85011,5.34116,1.64057,0.0
masked,3.12422,90.67473,4.93855,1.26251,0.0
masked,26.14709,65.61045,7.37465,0.8678,0.0
masked,5.55196,87.62521,4.88676,1.93607,0.0
masked,16.75623,75.09274,7.03464,1.11639,0.0
masked,10.74542,83.12001,4.8997,1.23486,0.0
masked,5.03968,88.16017,5.29928,1.50087,0.0
masked,17.534,74.66746,7.15887,0.63967,0.0
masked,8.27718,84.70883,5.73872,1.27527,0.0
masked,10.3996,82.61192,6.0266,0.96188,0.0
masked,15.52952,76.82386,6.70157,0.94505,0.0
masked,17.50924,74.87569,6.79906,0.81601,0.0
masked,3.39945,91.13661,4.46842,0.99552,0.0
masked,7.30147,86.80492,4.88687,1.00674,0.0
masked,15.3449,77.64808,6.45223,0.55479,0.0
masked,3.53503,90.79352,4.37367,1.29777,0.0
masked,10.96111,80.69872,6.82324,1.51693,0.0
masked,4.9548,86.72997,6.92761,1.38762,0.0
masked,10.30517,82.59725,6.30016,0.79742,0.0
masked,6.75738,87.30224,4.6042,1.33618,0.0
masked,3.97942,89.71694,5.18684,1.1168,0.0
masked,14.96879,76.37836,7.43052,1.22232,0.0
masked,10.28242,83.46303,4.62534,1.62922,0.0
masked,19.62533,71.77598,7.45452,1.14416,0.0
masked,18.1682,75.78322,4.91525,1.13333,0.0
masked,3.98784,89.34813,5.41844,1.24558,0.0
masked,6.38687,86.91606,5.31842,1.37865,0.0
masked,5.32756,87.58855,5.62028,1.46361,0.0
masked,8.22382,85.10515,5.69361,0.97741,0.0
masked,10.99247,81.4902,6.31363,1.2037,0.0
masked,17.10658,74.87219,6.88764,1.13359,0.0
masked,1.90921,92.06117,4.48568,1.54393,0.0
masked,16.06564,76.64545,6.2489,1.04001,0.0
masked,3.4376,91.1223,4.28714,1.15295,0.0
masked,13.26673,79.0354,6.47334,1.22454,0.0
masked,5.80056,87.15534,5.98945,1.05465,0.0
masked,9.3468,80.5637,8.80463,1.28486,0.0
masked,16.63165,74.69468,7.53447,1.1392,0.0
masked,12.16454,81.75752,4.82133,1.25661,0.0
masked,10.89687,81.09512,6.97603,1.03198,0.0
masked,8.37893,85.12731,5.57647,0.91729,0.0
masked,18.18757,73.77438,6.87486,1.16319,0.0
masked,2.09136,92.81235,4.19753,0.89877,0.0
masked,12.21292,78.01808,8.74121,1.02779,0.0
masked,4.28882,88.12167,6.02101,1.5685,0.0
masked,5.48356,85.78165,7.66314,1.07165,0.0
masked,5.40157,89.05499,4.42424,1.1192,0.0
masked,10.79109,83.07846,5.1794,0.95104,0.0
masked,3.27752,90.82356,4.36693,1.53199,0.0
masked,7.03424,85.18646,6.0026,1.77671,0.0
masked,3.08957,90.53546,5.08658,1.28839,0.0
masked,3.22923,90.18316,5.30918,1.27844,0.0
masked,8.30639,84.45488,5.89958,1.33915,0.0
masked,10.64086,79.91635,8.13484,1.30795,0.0
masked,8.04572,85.23036,5.67351,1.05041,0.0
masked,11.52631,80.61336,6.0598,1.80053,0.0
masked,3.08959,91.15943,4.36131,1.38967,0.0
masked,15.76598,74.60116,8.23032,1.40254,0.0
masked,3.63684,89.9153,5.36263,1.08523,0.0
masked,20.27263,72.55913,6.30024,0.86799,0.0
masked,3.50898,90.78966,4.64867,1.05269,0.0
masked,2.2105,91.3438,4.67946,1.76624,0.0
masked,24.09256,67.20267,7.30638,1.39839,0.0
masked,33.84935,58.46382,6.68743,0.99941,0.0
masked,10.67197,81.72343,6.45247,1.15212,0.0
masked,2.17602,91.22793,5.40081,1.19524,0.0
masked,2.10038,92.61997,3.62662,1.65303,0.0
masked,12.52711,76.48795,8.88253,2.10241,0.0
masked,17.43723,74.69338,6.8516,1.01779,0.0
masked,11.74608,81.46935,5.80754,0.97702,0.0
masked,11.65606,82.33891,5.01744,0.98758,0.0
masked,20.04489,73.56658,5.30329,1.08525,0.0
masked,10.75525,83.17605,5.23192,0.83679,0.0
masked,10.84996,82.28399,5.49696,1.3691,0.0
masked,18.89077,74.81885,5.12613,1.16425,0.0
masked,4.53142,89.09499,4.57225,1.80134,0.0
masked,4.3275,88.34512,5.92184,1.40554,0.0
masked,2.88583,90.68491,5.50744,0.92182,0.0
masked,12.28308,81.27556,5.67868,0.76268,0.0
masked,3.46159,89.677,5.39442,1.46699,0.0
masked,2.3321,91.17978,5.3152,1.17292,0.0
masked,8.57986,83.78936,6.34205,1.28873,0.0
masked,5.87239,87.28037,5.74705,1.1002,0.0
masked,7.42141,87.88727,3.70819,0.98314,0.0
masked,4.0542,89.57969,5.17851,1.1876,0.0
masked,17.97977,73.57604,7.35282,1.09137,0.0
masked,7.49573,85.31054,6.20228,0.99145,0.0
masked,4.14799,90.27124,4.45724,1.12353,0.0
masked,5.60634,86.52728,6.61362,1.25275,0.0
masked,9.85439,82.62759,6.02853,1.48949,0.0
masked,19.31507,75.60451,3.8612,1.21921,0.0
masked,6.21042,85.92702,6.95341,0.90915,0.0
masked,3.64339,89.20149,5.51231,1.64282,0.0
masked,3.84875,89.63481,5.54397,0.97247,0.0
masked,11.77003,81.75614,5.46531,1.00852,0.0
masked,8.72075,83.51962,6.35632,1.4033,0.0
masked,24.38587,67.75429,6.51504,1.3448,0.0
masked,16.55748,76.2479,6.06702,1.1276,0.0
masked,7.05987,86.05357,5.7546,1.13196,0.0
masked,5.33382,87.91989,5.28907,1.45722,0.0
masked,12.52406,81.25882,5.33703,0.8801,0.0
masked,13.07271,80.92308,4.75041,1.2538,0.0
masked,5.00514,87.88044,6.08707,1.02735,0.0
masked,7.08772,87.82312,4.05896,1.03021,0.0
masked,7.26081,85.9173,5.59882,1.22307,0.0
masked,8.45678,83.17661,7.17184,1.19477,0.0
masked,5.90984,87.26734,5.26588,1.55694,0.0
masked,12.20458,81.81197,4.82227,1.16117,0.0
masked,5.77162,86.03589,7.07015,1.12235,0.0
masked,4.54297,89.31146,5.01802,1.12755,0.0
masked,7.28338,87.0773,4.58621,1.05311,0.0
masked,3.30387,89.93713,5.96714,0.79186,0.0
masked,14.01962,77.99903,6.68811,1.29323,0.0
masked,3.01518,91.17132,4.82132,0.99219,0.0
masked,38.28722,53.08441,7.70105,0.92732,0.0
masked,7.80677,84.69658,6.59478,0.90187,0.0
masked,24.17153,70.19792,4.75768,0.87287,0.0
masked,5.30391,86.65351,7.00511,1.03746,0.0
masked,4.36015,88.19217,6.24864,1.19904,0.0
masked,5.03937,87.3541,6.31988,1.28665,0.0
masked,5.57147,88.59384,4.64504,1.18965,0.0
masked,8.08065,83.54932,7.29743,1.0726,0.0
masked,9.67063,82.70755,6.92447,0.69735,0.0
masked,8.21376,85.07174,5.38214,1.33236,0.0
masked,3.47879,90.04173,5.21158,1.2679,0.0
masked,4.69522,88.33364,5.66539,1.30575,0.0
masked,6.68706,85.91863,6.46723,0.92708,0.0
masked,9.3948,81.86265,7.10077,1.64177,0.0
masked,5.74851,87.54227,6.08981,0.61941,0.0
masked,2.22025,92.27593,4.26048,1.24334,0.0
masked,18.25829,72.84556,7.54357,1.35258,0.0
masked,5.248,87.5114,6.08324,1.15735,0.0
masked,12.35951,79.4905,7.05333,1.09666,0.0
masked,3.75823,90.41033,4.5116,1.31984,0.0
masked,2.7933,90.67271,5.27251,1.26149,0.0
masked,36.50822,52.75064,9.47384,1.26729,0.0
masked,4.4292,89.66781,5.1517,0.75129,0.0
masked,6.69464,84.90368,7.32405,1.07763,0.0
masked,3.60787,90.06393,5.41557,0.91262,0.0
masked,31.07289,58.8105,8.89511,1.2215,0.0
masked,5.40185,88.37944,4.60523,1.61347,0.0
masked,1.70998,93.32868,3.98834,0.973,0.0
masked,6.02605,87.72227,4.7139,1.53778,0.0
masked,10.4432,82.64504,5.98032,0.93144,0.0
masked,3.71412,90.48107,4.58901,1.21579,0.0
masked,10.49365,82.93371,5.46936,1.10328,0.0
masked,6.64038,82.9932,8.73531,1.63111,0.0
masked,6.54002,85.44071,6.92364,1.09563,0.0
masked,6.98265,84.64418,6.8924,1.48076,0.0
masked,6.90202,86.88933,5.15046,1.05819,0.0
masked,2.21,92.00902,4.72666,1.05431,0.0
masked,9.4708,83.05638,6.10166,1.37116,0.0
masked,17.72269,74.48905,6.35855,1.42971,0.0
masked,7.13181,85.72281,5.67451,1.47087,0.0
masked,7.23884,87.60629,4.30674,0.84813,0.0
masked,9.63769,82.8275,6.02286,1.51196,0.0
masked,3.51316,90.16013,5.2411,1.08561,0.0
masked,9.28991,82.63701,7.0691,1.00397,0.0
masked,5.27645,87.71963,6.02332,0.9806,0.0
masked,2.10322,92.3983,4.58045,0.91803,0.0
masked,5.77754,87.59391,5.57476,1.05379,0.0
masked,3.69323,90.35419,4.62722,1.32535,0.0
masked,2.68034,90.99862,4.68517,1.63588,0.0
masked,14.68839,78.27705,5.80214,1.23242,0.0
masked,7.74332,85.84513,5.0988,1.31275,0.0
masked,25.63815,67.04545,6.45432,0.86207,0.0
masked,4.26108,88.98017,5.2451,1.51365,0.0
masked,8.68427,83.89841,6.01059,1.40673,0.0
masked,1.43084,94.87153,2.75399,0.94364,0.0
masked,2.36441,91.57405,4.88319,1.17835,0.0
masked,10.89938,83.11957,4.80316,1.17789,0.0
masked,6.94714,86.90647,5.24554,0.90084,0.0
masked,17.26359,73.27023,8.27234,1.19385,0.0
masked,7.30104,85.47893,5.83363,1.38639,0.0
masked,5.64208,88.02753,5.18231,1.14808,0.0
masked,11.22562,81.95262,5.86311,0.95864,0.0
masked,10.07398,83.78886,5.06435,1.07281,0.0
masked,3.22002,91.98453,3.85019,0.94526,0.0
masked,4.73149,89.34952,5.16955,0.74944,0.0
masked,4.7294,87.42328,6.87256,0.97476,0.0
masked,23.538,68.59166,6.94313,0.92721,0.0
masked,20.03322,73.39174,5.81143,0.7636,0.0
masked,1.70281,92.95714,4.34484,0.99521,0.0
masked,9.02357,83.5577,6.0696,1.34913,0.0
masked,7.14228,86.10136,5.40026,1.3561,0.0
masked,14.04826,79.39045,5.48424,1.07705,0.0
masked,6.30696,86.14912,6.12846,1.41546,0.0
masked,6.50724,87.15221,4.46445,1.8761,0.0
masked,4.34834,89.59493,5.12218,0.93455,0.0
masked,2.96587,90.29156,5.64472,1.09785,0.0
masked,3.28752,91.04435,4.63134,1.0368,0.0
masked,19.71361,71.9017,7.10032,1.28438,0.0
masked,9.5333,82.19124,7.4189,0.85657,0.0
masked,6.05427,86.62859,6.15347,1.16366,0.0
masked,3.69553,90.19562,5.0707,1.03816,0.0
masked,7.69388,84.72008,6.34453,1.24151,0.0
masked,10.1166,83.24474,5.53555,1.10311,0.0
masked,5.02487,88.2547,5.49128,1.22916,0.0
masked,16.92406,74.70785,6.73778,1.63031,0.0
masked,4.66192,87.34875,6.58007,1.40925,0.0
masked,3.70448,89.6806,5.72537,0.88955,0.0
masked,6.13966,86.58777,6.26616,1.00641,0.0
masked,18.42143,74.09567,6.37143,1.11146,0.0
masked,4.747,88.72241,5.55294,0.97765,0.0
masked,16.65484,76.52053,5.75726,1.06737,0.0
masked,5.93311,86.39383,6.47379,1.19928,0.0
masked,5.9737,87.73156,5.11284,1.1819,0.0
masked,7.3596,87.04347,4.58867,1.00826,0.0
masked,11.79343,80.02277,6.88973,1.29407,0.0
masked,4.99593,88.19937,5.46121,1.34349,0.0
masked,10.7467,82.44048,6.0231,0.78972,0.0
masked,9.05176,83.99094,5.75208,1.20522,0.0
masked,8.73106,82.28895,7.52943,1.45057,0.0
masked,3.55177,89.60268,5.71609,1.12946,0.0
masked,20.20408,72.05377,6.78652,0.95562,0.0
masked,5.94069,88.48266,4.63518,0.94147,0.0
masked,7.57379,86.35068,5.12506,0.95048,0.0
masked,18.19097,71.60639,8.9378,1.26485,0.0
masked,5.9164,85.20726,7.25426,1.62207,0.0
masked,10.9808,81.93302,5.59834,1.48783,0.0
masked,11.90759,81.82372,5.52283,0.74586,0.0
masked,6.40497,87.74393,4.84318,1.00792,0.0
masked,3.9236,89.44329,5.30056,1.33254,0.0
masked,10.10904,80.62281,8.19627,1.07189,0.0
masked,4.85952,88.64156,5.26088,1.23804,0.0
masked,8.786,83.84199,6.26009,1.11192,0.0
masked,7.29711,86.07927,5.68136,0.94226,0.0
masked,6.27148,85.06656,7.24017,1.42179,0.0
masked,10.19595,82.3987,6.27688,1.12846,0.0
masked,4.96813,89.52206,4.4073,1.10251,0.0
masked,10.41018,83.39191,5.16116,1.03675,0.0
masked,16.74172,76.03614,6.30718,0.91496,0.0
masked,5.13856,89.8126,4.14175,0.9071,0.0
masked,8.77606,85.02405,5.34116,0.85872,0.0
masked,7.93014,83.75904,6.56729,1.74353,0.0
masked,3.89407,89.38122,5.36152,1.36319,0.0
masked,2.38973,92.21812,4.35262,1.03952,0.0
masked,5.1664,88.68939,5.20929,0.93493,0.0
masked,19.75111,72.13756,6.75882,1.35251,0.0
masked,9.7507,84.15674,5.09015,1.00241,0.0
masked,17.37344,75.98468,5.54608,1.0958,0.0
masked,4.9068,89.31656,4.7098,1.06683,0.0
masked,6.65385,86.71493,5.18904,1.44219,0.0
masked,11.12807,80.91808,6.5865,1.36735,0.0
masked,10.92883,82.57688,5.14283,1.35146,0.0
masked,8.45418,82.5983,7.5086,1.43893,0.0
masked,7.54533,83.40112,8.00288,1.05067,0.0
masked,7.63113,83.84844,7.23031,1.29012,0.0
masked,7.76093,84.51245,6.25117,1.47545,0.0
masked,8.46176,84.39953,5.8847,1.254,0.0
masked,18.05782,73.94476,7.23738,0.76004,0.0
masked,20.58395,71.18319,7.34379,0.88908,0.0
masked,16.92044,75.68577,6.49843,0.89535,0.0
masked,9.7334,84.44294,5.14149,0.68216,0.0
masked,3.00776,91.19344,4.69468,1.10411,0.0
masked,16.41845,74.74778,7.97502,0.85876,0.0
masked,13.66728,79.07562,6.55815,0.69895,0.0
masked,11.61835,80.11264,7.17575,1.09326,0.0
masked,5.11186,87.67697,5.90349,1.30768,0.0
masked,7.62758,82.65902,8.25301,1.4604,0.0
masked,24.55084,68.15515,6.38801,0.90599,0.0
masked,6.97089,85.48486,5.71011,1.83414,0.0
masked,3.83139,88.80193,6.17616,1.19051,0.0
masked,6.68064,84.72758,7.25901,1.33277,0.0
masked,3.75089,90.40912,4.69257,1.14742,0.0
masked,5.75466,86.26235,6.75853,1.22446,0.0
masked,18.37003,74.52217,5.76137,1.34642,0.0
masked,7.42697,85.60893,5.37148,1.59261,0.0
masked,3.45624,89.97442,5.19371,1.37563,0.0
masked,7.88486,85.31675,5.63204,1.16635,0.0
masked,7.46117,85.42195,6.21351,0.90338,0.0
masked,3.53163,88.96675,6.6218,0.87982,0.0
masked,7.33992,86.18968,5.50158,0.96882,0.0
masked,9.81825,85.26144,3.83609,1.08421,0.0
masked,21.08427,71.449,6.23833,1.22841,0.0
masked,8.86897,83.65711,6.14081,1.33312,0.0
masked,8.96408,85.14891,4.79618,1.09083,0.0
masked,7.86338,85.72892,5.29437,1.11333,0.0
masked,12.6737,80.52046,5.54889,1.25695,0.0
masked,7.45858,85.44381,5.59872,1.49889,0.0
masked,4.11416,89.52007,5.20898,1.15679,0.0
masked,8.84879,85.20042,4.83563,1.11517,0.0
masked,24.89676,66.79507,7.24191,1.06626,0.0
masked,4.11302,89.19676,5.59645,1.09377,0.0
masked,6.05561,85.1619,7.53169,1.2508,0.0
masked,15.31437,75.93499,7.63315,1.11749,0.0
masked,3.76344,87.86369,6.81926,1.55361,0.0
masked,9.2203,82.56592,6.80749,1.40629,0.0
masked,5.31272,87.95094,5.51923,1.21711,0.0
masked,4.57986,88.17027,5.95129,1.29858,0.0
masked,21.02441,70.61144,7.17147,1.19268,0.0
masked,5.08151,88.03863,6.09982,0.78004,0.0
masked,12.4439,79.67318,6.65023,1.23269,0.0
masked,3.77585,89.68224,5.72385,0.81806,0.0
masked,3.83561,88.93317,5.94631,1.28491,0.0
masked,3.97258,88.83587,6.04029,1.15125,0.0
masked,2.86191,91.52001,4.53253,1.08555,0.0
masked,12.47936,78.56164,7.60285,1.35615,0.0
masked,19.92677,71.23541,7.95693,0.88088,0.0
masked,2.32672,91.25496,5.20611,1.21221,0.0
masked,5.26395,88.31342,5.42732,0.99531,0.0
masked,16.65575,74.63758,7.52186,1.18481,0.0
masked,6.10712,85.33624,7.47267,1.08396,0.0
masked,12.74595,79.81868,6.38561,1.04977,0.0
masked,10.58894,84.11659,4.36985,0.92462,0.0
masked,7.30229,85.81647,5.47101,1.41024,0.0
masked,5.69266,86.72226,5.80651,1.77857,0.0
masked,5.35509,88.68172,4.57017,1.39302,0.0
masked,12.65117,79.97829,6.1371,1.23345,0.0
masked,5.26369,89.08199,4.70777,0.94656,0.0
masked,2.96452,93.56444,2.57422,0.89681,0.0
masked,11.34907,82.02719,5.745,0.87874,0.0
masked,5.09168,87.83227,6.06079,1.01526,0.0
masked,6.28494,85.38269,7.28745,1.04492,0.0
masked,7.022,82.80547,8.62227,1.55026,0.0
masked,4.82967,87.09647,6.75263,1.32124,0.0
masked,5.43951,88.12366,5.00497,1.43186,0.0
masked,2.04854,91.38004,5.24909,1.32233,0.0
masked,12.35618,81.18163,4.93004,1.53216,0.0
masked,10.41435,81.21919,7.31389,1.05256,0.0
masked,4.6636,89.10745,4.95895,1.27001,0.0
masked,13.97315,78.13549,6.75313,1.13824,0.0
masked,29.08124,64.06769,5.83619,1.01488,0.0
masked,8.65558,83.42133,7.01358,0.90951,0.0
masked,7.44053,83.64288,7.55231,1.36429,0.0
masked,8.7854,82.83521,6.35619,2.0232,0.0
masked,18.03586,74.64859,6.1723,1.14325,0.0
masked,4.47783,89.8277,4.51862,1.17585,0.0
masked,2.89908,89.72221,6.03482,1.34389,0.0
masked,3.253,90.99348,4.69073,1.06278,0.0
masked,34.219,57.0811,7.57021,1.12969,0.0
masked,19.27214,74.07383,5.69271,0.96132,0.0
masked,13.74148,78.88099,6.29405,1.08347,0.0
masked,1.93143,92.24086,4.50667,1.32104,0.0
masked,7.14761,84.6149,6.98286,1.25463,0.0
masked,12.22827,80.2132,6.54085,1.01768,0.0
masked,2.94092,91.44248,4.49736,1.11924,0.0
masked,16.79787,73.77019,8.04967,1.38227,0.0
masked,13.60684,80.04292,5.21798,1.13226,0.0
masked,2.07011,92.88415,4.09821,0.94754,0.0
masked,19.36752,72.0908,7.24201,1.29967,0.0
masked,6.84215,86.45313,5.38598,1.31875,0.0
masked,15.79789,75.78805,7.25467,1.15939,0.0
masked,10.42316,84.14248,4.67022,0.76413,0.0
masked,3.91613,89.98402,4.98416,1.11569,0.0
masked,4.06477,87.55991,7.11872,1.25661,0.0
masked,20.37515,73.59991,5.3773,0.64764,0.0
masked,5.28669,87.05095,6.67985,0.98251,0.0
masked,6.12215,88.36108,4.64287,0.8739,0.0
masked,9.90765,83.44405,5.53035,1.11795,0.0
masked,4.40908,90.08803,4.52107,0.98182,0.0
masked,6.2054,87.42278,5.13881,1.23301,0.0
masked,5.80444,86.59797,6.38663,1.21096,0.0
masked,5.77646,87.87408,5.52359,0.82587,0.0
masked,7.82213,85.88218,5.24939,1.04629,0.0
masked,25.61337,66.85833,6.45334,1.07496,0.0
masked,9.32366,81.63448,7.69125,1.35061,0.0
masked,4.45102,89.95176,4.87368,0.72353,0.0
masked,9.43875,83.08725,6.46933,1.00467,0.0
masked,4.36339,88.65834,5.71321,1.26507,0.0
masked,9.35977,84.59149,5.02589,1.02286,0.0
masked,3.34974,91.29988,4.43657,0.91381,0.0
masked,4.50444,88.65364,5.67673,1.16519,0.0
masked,9.59239,82.28297,6.95655,1.16809,0.0
masked,12.17186,81.70648,5.54991,0.57176,0.0
masked,8.31983,83.98615,6.5091,1.18492,0.0
masked,33.07785,59.12142,6.90054,0.90018,0.0
masked,2.35824,92.59954,4.29435,0.74786,0.0
masked,8.57518,83.07815,7.17265,1.17402,0.0
masked,2.17184,92.4425,4.47675,0.90891,0.0
masked,6.74822,86.26147,5.60907,1.38124,0.0
masked,5.21956,88.26669,5.10374,1.41001,0.0
masked,4.77251,89.05663,4.9978,1.17306,0.0
masked,7.61674,87.22928,3.79466,1.35932,0.0
masked,10.78218,81.66426,6.33319,1.22037,0.0
masked,3.35146,91.57483,3.99552,1.07819,0.0
masked,5.14808,87.66789,5.99994,1.18409,0.0
masked,5.98525,86.54842,6.42104,1.04529,0.0
masked,4.94823,87.87021,5.88129,1.30026,0.0
masked,9.18229,83.51347,5.94927,1.35497,0.0
masked,3.34434,91.27476,4.39055,0.99035,0.0
masked,11.2975,81.25018,6.50013,0.95219,0.0
masked,8.35893,82.63813,7.52667,1.47627,0.0
masked,6.81528,85.4232,6.42343,1.33809,0.0
masked,4.30274,88.0375,6.1527,1.50707,0.0
masked,7.81716,85.39983,5.49032,1.29269,0.0
masked,5.22,88.71132,4.91709,1.15159,0.0
masked,3.08365,90.9047,4.58925,1.4224,0.0
