imgid,Yellow,Green,Cyan,Blue,Magenta
masked,0.62833,94.08281,3.22756,2.0613,0.0
masked,47.09298,47.40672,5.08311,0.4172,0.0
masked,3.56276,92.46002,3.15247,0.82475,0.0
masked,1.3136,93.89589,3.75525,1.03526,0.0
masked,25.03348,67.97952,6.30169,0.68531,0.0
masked,37.14831,54.13961,8.40654,0.30554,0.0
masked,30.06889,64.80822,4.74342,0.37947,0.0
masked,38.61686,53.61984,6.92346,0.83984,0.0
masked,38.55743,55.76884,5.06218,0.61156,0.0
masked,13.44834,79.94788,5.73954,0.86423,0.0
masked,17.40362,76.25492,5.63336,0.7081,0.0
masked,7.07712,87.47378,4.77496,0.67414,0.0
masked,0.39562,97.93771,0.87823,0.78844,0.0
masked,13.19265,81.36415,4.60737,0.83583,0.0
masked,7.23956,86.61768,5.15818,0.98458,0.0
masked,1.44232,96.43868,1.53937,0.57962,0.0
masked,26.97442,65.00917,7.3076,0.70881,0.0
masked,9.86635,84.63541,4.98714,0.51109,0.0
masked,18.01464,73.93685,7.3347,0.71381,0.0
masked,0.89506,93.94979,4.41915,0.736,0.0
masked,11.62469,81.18818,6.21786,0.96927,0.0
masked,3.30777,88.49338,6.90168,1.29717,0.0
masked,16.44762,77.18297,5.79882,0.57059,0.0
masked,30.55207,63.026,5.83469,0.58724,0.0
masked,11.83019,80.29241,6.69015,1.18725,0.0
masked,0.48863,96.20713,2.57724,0.72699,0.0
masked,1.32391,95.32962,2.59073,0.75574,0.0
masked,11.31636,80.43932,7.18015,1.06417,0.0
masked,27.95782,64.35812,6.91824,0.76582,0.0
masked,7.05268,87.93077,4.38528,0.63127,0.0
masked,28.19156,66.42551,4.9564,0.42653,0.0
masked,1.40479,93.86695,3.84014,0.88812,0.0
masked,49.75046,44.53261,5.30197,0.41496,0.0
masked,10.63779,84.57951,4.28958,0.49312,0.0
masked,0.30545,97.88707,0.88272,0.92476,0.0
masked,85.34415,7.48544,6.78731,0.38309,0.0
masked,23.2611,69.56812,6.60706,0.56372,0.0
masked,0.79363,94.1205,4.29528,0.7906,0.0
masked,45.44976,48.96107,5.02104,0.56812,0.0
masked,41.10247,53.23546,5.20773,0.45433,0.0
masked,2.9465,92.77341,3.78442,0.49567,0.0
masked,1.50298,94.06759,3.4672,0.96223,0.0
masked,1.70999,92.51272,4.91883,0.85846,0.0
masked,0.32809,97.13507,1.70782,0.82901,0.0
masked,1.37193,93.59861,3.85108,1.17838,0.0
masked,0.56886,95.46169,2.90402,1.06543,0.0
masked,27.41893,66.59513,5.4391,0.54685,0.0
masked,25.44969,68.71765,5.11779,0.71487,0.0
masked,2.82712,92.44496,3.87376,0.85415,0.0
masked,8.23864,86.32481,4.76862,0.66793,0.0
masked,21.41018,73.05619,4.84364,0.68999,0.0
masked,2.87708,93.05506,3.43075,0.6371,0.0
masked,0.21459,95.85811,2.79487,1.13243,0.0
masked,0.5443,95.92502,2.28781,1.24287,0.0
masked,25.93524,63.9814,9.30837,0.775,0.0
masked,32.91746,60.08445,6.24353,0.75456,0.0
masked,17.45558,78.40227,3.66738,0.47477,0.0
masked,75.77763,19.54081,4.46542,0.21615,0.0
masked,2.14938,92.32166,4.74736,0.78159,0.0
masked,3.62275,93.0213,2.95811,0.39785,0.0
masked,32.78237,59.3324,6.93714,0.94809,0.0
masked,25.15123,68.80261,5.3644,0.68175,0.0
masked,1.47295,93.416,3.98255,1.1285,0.0
masked,17.18841,78.36692,3.99818,0.44648,0.0
masked,0.9963,94.66426,3.29886,1.04058,0.0
masked,91.34895,3.93434,4.3492,0.36751,0.0
masked,0.51449,95.82115,2.30225,1.36211,0.0
masked,37.38152,55.31239,6.77001,0.53607,0.0
masked,50.13277,43.09409,6.04964,0.72349,0.0
masked,3.23442,92.16386,4.20237,0.39934,0.0
masked,16.22773,79.80905,3.46662,0.4966,0.0
masked,0.63565,95.48872,2.64429,1.23134,0.0
masked,1.05728,93.23205,4.40019,1.31048,0.0
masked,0.25588,96.43592,1.44391,1.86429,0.0
masked,22.51266,71.77305,5.08033,0.63396,0.0
masked,46.11652,49.01813,4.45299,0.41236,0.0
masked,7.76467,87.51041,4.36477,0.36015,0.0
masked,40.80579,49.5794,8.88799,0.72683,0.0
masked,4.43119,87.77025,6.28861,1.50995,0.0
masked,10.65229,80.33985,7.93441,1.07345,0.0
masked,0.80237,95.90483,2.48735,0.80546,0.0
masked,0.6419,95.60928,2.99379,0.75502,0.0
masked,0.34045,96.65672,2.31811,0.68472,0.0
masked,7.41466,87.22628,4.65597,0.70309,0.0
masked,20.47913,74.19922,4.62346,0.69818,0.0
masked,33.57761,60.87058,5.06815,0.48366,0.0
masked,0.8046,94.43295,4.01916,0.7433,0.0
masked,15.48521,77.54969,5.98588,0.97921,0.0
masked,5.32571,87.39881,6.48662,0.78887,0.0
masked,4.43119,87.77025,6.28861,1.50995,0.0
masked,35.51551,58.66305,5.232,0.58945,0.0
masked,3.0223,88.64113,6.95362,1.38295,0.0
masked,1.50679,93.84786,3.76697,0.87838,0.0
masked,19.28408,70.45994,9.52758,0.72841,0.0
masked,0.98589,94.82538,3.42192,0.7668,0.0
masked,29.96715,65.45581,4.04637,0.53067,0.0
masked,43.16394,49.4586,6.67004,0.70743,0.0
masked,26.99103,66.5447,5.63027,0.83399,0.0
masked,1.41483,94.04041,3.89078,0.65398,0.0
masked,2.39805,91.54896,5.17118,0.88181,0.0
masked,9.09631,83.68976,6.38969,0.82424,0.0
masked,1.07366,95.17442,2.41476,1.33716,0.0
masked,31.06462,63.18838,5.14961,0.5974,0.0
masked,33.58341,61.06466,4.74772,0.6042,0.0
masked,32.55722,61.09329,5.72005,0.62945,0.0
masked,0.43594,96.69109,2.13429,0.73868,0.0
masked,16.13585,78.03071,5.24675,0.5867,0.0
masked,33.34391,61.24289,5.00331,0.40989,0.0
masked,0.50896,97.05637,1.62185,0.81282,0.0
masked,0.621,96.69179,1.95614,0.73108,0.0
masked,42.91531,51.07191,5.49294,0.51985,0.0
masked,0.55826,95.2378,3.49763,0.70631,0.0
masked,51.33805,41.07546,6.9535,0.63299,0.0
masked,20.06096,74.74855,4.7516,0.43889,0.0
masked,29.59491,63.72505,6.02968,0.65036,0.0
masked,30.30541,64.9551,4.27455,0.46494,0.0
masked,0.33087,97.26895,1.3515,1.04868,0.0
masked,3.68285,89.72285,5.47762,1.11668,0.0
masked,10.9864,82.46923,5.79838,0.74599,0.0
masked,23.9244,70.08553,5.54613,0.44395,0.0
masked,42.91995,50.66345,5.88189,0.53472,0.0
masked,19.67886,72.32489,7.14655,0.8497,0.0
masked,22.59348,69.87026,6.80191,0.73435,0.0
masked,19.88477,72.86533,6.77035,0.47955,0.0
masked,1.31579,92.83104,5.23705,0.61612,0.0
masked,0.70231,94.77043,3.09998,1.42728,0.0
masked,54.02212,39.65014,5.91421,0.41354,0.0
masked,10.88569,80.74511,7.56998,0.79921,0.0
masked,35.19198,58.73872,5.38091,0.68839,0.0
masked,42.87834,50.76189,5.45352,0.90625,0.0
masked,15.97064,77.14141,5.99487,0.89308,0.0
masked,1.80491,94.62299,3.05487,0.51723,0.0
masked,62.35913,31.63814,5.47461,0.52813,0.0
masked,32.86724,61.2144,5.21922,0.69914,0.0
masked,1.2784,96.62258,1.06477,1.03425,0.0
masked,5.17241,87.90102,6.12619,0.80037,0.0
masked,0.95097,95.24517,2.54458,1.25929,0.0
masked,30.86527,62.99354,5.35037,0.79082,0.0
masked,1.14827,91.96508,5.4158,1.47085,0.0
masked,0.27075,95.73957,3.03185,0.95783,0.0
masked,37.15073,55.56686,6.70431,0.5781,0.0
masked,2.50111,93.74722,3.19917,0.5525,0.0
masked,1.04838,94.93283,3.0403,0.97849,0.0
masked,13.41593,80.45715,5.67449,0.45242,0.0
masked,0.38472,95.91275,2.97543,0.72709,0.0
masked,13.51533,80.14,5.78468,0.55999,0.0
masked,0.45263,97.77515,1.10024,0.67198,0.0
masked,6.88131,88.46579,3.90416,0.74874,0.0
masked,20.94213,74.33251,4.29311,0.43225,0.0
masked,25.58762,68.03745,5.55322,0.82171,0.0
masked,0.50111,96.40933,1.68042,1.40914,0.0
masked,27.34061,66.30516,5.65729,0.69694,0.0
masked,5.34591,88.12893,5.97484,0.55031,0.0
masked,1.63886,93.63215,3.65781,1.07118,0.0
masked,49.79685,43.57224,5.73433,0.89658,0.0
masked,22.16098,71.39923,5.87148,0.56832,0.0
masked,4.35393,88.52752,6.36424,0.75431,0.0
masked,0.48026,97.52535,1.08725,0.90715,0.0
masked,26.31323,69.24883,3.87545,0.56249,0.0
masked,31.80885,60.09235,7.48681,0.61199,0.0
masked,66.5959,27.90343,5.26115,0.23951,0.0
masked,57.58159,35.99107,5.62693,0.80041,0.0
masked,0.64306,95.69003,2.77095,0.89595,0.0
masked,0.74418,94.86486,3.15711,1.23385,0.0
masked,0.47758,95.73269,2.62498,1.16475,0.0
masked,73.66419,19.81647,6.046,0.47334,0.0
masked,0.24083,96.60908,1.97161,1.17847,0.0
masked,14.68883,80.90774,3.82808,0.57536,0.0
masked,4.97523,86.71708,6.68579,1.6219,0.0
masked,12.26026,83.77271,3.19112,0.77591,0.0
masked,1.653,90.69708,5.99265,1.65727,0.0
masked,13.42697,77.98557,7.90046,0.687,0.0
masked,29.72563,64.51729,4.90418,0.8529,0.0
masked,21.69907,72.83764,4.80695,0.65633,0.0
masked,8.85288,86.68241,3.81263,0.65207,0.0
masked,31.85193,62.75934,4.66805,0.72068,0.0
masked,61.81298,30.45634,6.96617,0.76451,0.0
masked,0.69709,96.21236,2.51708,0.57347,0.0
masked,53.48607,39.03539,6.91039,0.56815,0.0
masked,2.89386,90.76258,5.59951,0.74405,0.0
masked,0.86986,93.26789,4.486,1.37625,0.0
masked,20.69101,73.84057,4.8264,0.64202,0.0
masked,5.84695,88.00688,5.0215,1.12468,0.0
masked,11.80963,79.83842,7.4503,0.90165,0.0
masked,0.94624,94.29676,3.53093,1.22607,0.0
masked,7.67966,87.03122,4.5843,0.70483,0.0
masked,4.00764,92.17859,3.209,0.60476,0.0
masked,2.37278,93.20385,3.88437,0.53899,0.0
masked,33.18319,48.80733,17.36712,0.64236,0.0
masked,13.03757,80.29813,6.18897,0.47533,0.0
masked,37.92675,57.3274,4.24841,0.49745,0.0
masked,6.4306,89.12348,3.1972,1.24872,0.0
masked,67.3792,24.44954,7.70031,0.47095,0.0
masked,25.38877,69.08496,5.06138,0.46489,0.0
masked,10.46171,83.78363,5.08721,0.66746,0.0
masked,21.36044,71.8707,5.91494,0.85392,0.0
masked,2.46853,91.647,5.00918,0.8753,0.0
masked,11.65726,80.94438,6.94171,0.45665,0.0
masked,49.94058,44.15239,5.53303,0.374,0.0
masked,41.63079,52.12067,5.69293,0.55562,0.0
masked,0.10827,97.30971,1.49278,1.08924,0.0
masked,1.14528,95.21249,3.11028,0.53195,0.0
masked,9.36119,80.87024,8.89313,0.87544,0.0
masked,19.96629,71.80853,7.58132,0.64386,0.0
masked,37.98418,55.57393,5.79535,0.64655,0.0
masked,4.74023,88.42826,6.20413,0.62738,0.0
masked,0.38737,97.75073,1.20711,0.65479,0.0
masked,9.40417,84.13563,5.83285,0.62735,0.0
masked,0.44004,97.85007,0.95867,0.75122,0.0
masked,0.96698,95.92264,2.51344,0.59694,0.0
masked,1.75127,93.85317,3.42135,0.97421,0.0
masked,29.15201,64.30262,5.96342,0.58195,0.0
masked,48.71309,40.52059,9.87762,0.88869,0.0
masked,53.12067,41.00209,5.63879,0.23844,0.0
masked,42.38554,52.77062,4.27153,0.57232,0.0
masked,0.93144,93.07917,3.66078,2.3286,0.0
masked,1.02742,96.30466,2.05484,0.61308,0.0
masked,28.69157,64.66556,5.75598,0.88689,0.0
masked,10.01123,83.32997,5.79476,0.86403,0.0
masked,3.04695,90.64855,5.35685,0.94765,0.0
masked,37.18562,54.16838,7.86262,0.78338,0.0
masked,37.04837,56.11688,6.26676,0.56798,0.0
masked,1.66768,92.07736,5.37675,0.87822,0.0
masked,34.6538,58.30447,6.05979,0.98194,0.0
masked,18.42617,76.14252,4.86873,0.56258,0.0
masked,3.82022,89.70344,5.10591,1.37042,0.0
masked,13.75261,79.99717,5.56754,0.68268,0.0
masked,41.35769,52.24844,5.85038,0.54349,0.0
masked,0.50897,97.09251,1.63507,0.76346,0.0
masked,4.14661,91.16518,4.10649,0.58173,0.0
masked,0.44634,93.80539,4.73443,1.01384,0.0
masked,28.0931,64.4931,6.75172,0.66207,0.0
masked,82.91357,11.02008,5.59601,0.47034,0.0
masked,48.88471,46.2354,4.39941,0.48047,0.0
masked,4.79827,91.04035,3.70029,0.4611,0.0
masked,0.74367,94.4835,4.00326,0.76957,0.0
masked,0.46862,96.8339,2.14978,0.5477,0.0
masked,44.47184,48.63058,6.06286,0.83472,0.0
masked,4.27258,91.75513,3.32166,0.65063,0.0
masked,40.07749,53.74628,5.62968,0.54655,0.0
masked,68.48259,23.88993,7.12687,0.50062,0.0
masked,1.17504,94.27687,3.55553,0.99256,0.0
masked,10.18715,83.77097,5.06125,0.98064,0.0
masked,16.37395,78.12662,4.79225,0.70718,0.0
masked,72.87071,20.83985,5.9631,0.32634,0.0
masked,46.57464,49.10745,3.94087,0.37704,0.0
masked,0.19565,96.97791,1.83613,0.99031,0.0
masked,2.07983,92.96716,4.12393,0.82907,0.0
masked,0.41706,96.95483,1.56399,1.06412,0.0
masked,12.03558,82.54234,4.70986,0.71222,0.0
masked,0.73959,95.78918,2.95268,0.51856,0.0
masked,9.38927,85.12962,4.53129,0.94982,0.0
masked,31.82466,62.04151,5.7373,0.39653,0.0
masked,1.51064,92.72053,4.87839,0.89044,0.0
masked,11.99089,81.88591,5.77225,0.35095,0.0
masked,29.66228,64.22893,5.60072,0.50807,0.0
masked,1.01149,93.8596,4.13391,0.995,0.0
masked,1.61747,93.66312,4.1874,0.53201,0.0
masked,1.36933,93.1025,4.7144,0.81377,0.0
masked,5.44146,88.16321,5.82504,0.57028,0.0
masked,0.5002,96.67124,2.00843,0.82013,0.0
masked,14.88202,80.06599,4.37152,0.68047,0.0
masked,45.81643,49.25416,4.54364,0.38578,0.0
masked,62.01071,31.03214,6.22143,0.73571,0.0
masked,18.30699,72.49778,8.13123,1.064,0.0
masked,39.37825,54.58369,5.50278,0.53528,0.0
masked,5.02494,86.55418,7.29598,1.12491,0.0
masked,0.34536,94.69539,3.7202,1.23906,0.0
masked,19.25634,76.15882,4.28864,0.2962,0.0
masked,0.60031,95.31697,2.77839,1.30433,0.0
masked,42.76862,50.61316,5.7585,0.85972,0.0
masked,0.47934,95.97098,2.41288,1.13681,0.0
masked,1.32741,91.30804,6.52841,0.83613,0.0
masked,4.42325,90.92566,3.63642,1.01467,0.0
masked,1.22642,93.12459,4.25996,1.38902,0.0
masked,85.53327,8.08015,6.13704,0.24955,0.0
masked,1.70647,94.24844,2.87111,1.17398,0.0
masked,0.59326,95.42658,3.14835,0.83182,0.0
masked,14.05982,79.35058,5.94073,0.64887,0.0
masked,0.95908,95.70058,2.32871,1.01163,0.0
masked,83.1877,10.83142,5.56699,0.41389,0.0
masked,23.95197,69.74672,5.68198,0.61932,0.0
masked,14.94709,78.90935,5.69578,0.44777,0.0
masked,12.85121,80.97861,5.63139,0.53879,0.0
masked,0.66478,96.04573,2.6591,0.63039,0.0
masked,23.5982,67.90724,7.5781,0.91647,0.0
masked,0.06584,98.18218,0.7443,1.00767,0.0
masked,1.84908,90.84624,6.39264,0.91204,0.0
masked,35.19225,60.76316,3.52192,0.52268,0.0
masked,0.86979,96.32658,1.97443,0.8292,0.0
masked,1.06928,94.76143,3.04909,1.1202,0.0
masked,0.24465,97.80224,0.97859,0.97452,0.0
masked,0.94931,95.4937,2.51392,1.04307,0.0
masked,48.55884,45.09013,5.86702,0.48401,0.0
masked,0.60195,96.25677,1.91208,1.2292,0.0
masked,30.8007,64.9912,3.72902,0.47908,0.0
masked,2.88229,87.86841,7.9381,1.3112,0.0
masked,11.33162,79.77216,7.67249,1.22373,0.0
masked,0.23634,95.18095,3.36411,1.21861,0.0
masked,1.18872,94.61644,3.43407,0.76078,0.0
masked,15.02316,78.30809,5.70717,0.96158,0.0
masked,58.63621,34.83105,5.90475,0.62799,0.0
masked,42.65563,51.41245,5.43916,0.49276,0.0
masked,26.17052,66.24486,6.51693,1.0677,0.0
masked,34.51793,59.58187,5.24891,0.65128,0.0
masked,55.8954,37.53326,6.04456,0.52678,0.0
masked,53.53238,36.08136,9.86751,0.51875,0.0
masked,7.60861,86.54309,5.11774,0.73055,0.0
masked,19.57267,72.60106,6.92405,0.90222,0.0
masked,20.77268,72.91633,5.66309,0.6479,0.0
masked,3.96953,89.98307,4.96403,1.08337,0.0
masked,1.03457,92.3382,5.53646,1.09076,0.0
masked,0.40536,96.86988,1.96773,0.75703,0.0
masked,5.15222,87.75249,5.91701,1.17828,0.0
masked,1.46691,93.52915,4.17795,0.82599,0.0
masked,7.28274,88.47886,3.60277,0.63563,0.0
masked,18.52806,74.72356,6.30488,0.4435,0.0
masked,2.65365,90.29066,6.26581,0.78988,0.0
masked,3.0206,88.97428,6.53218,1.47294,0.0
masked,18.50776,76.64246,4.14872,0.70105,0.0
masked,76.69659,18.3919,4.6123,0.29921,0.0
masked,16.34984,78.04254,4.87282,0.73479,0.0
masked,0.24037,96.94478,2.157,0.65785,0.0
masked,36.07212,58.90142,4.64995,0.37651,0.0
masked,7.91648,86.38137,4.8388,0.86335,0.0
masked,7.81047,84.71141,6.52967,0.94844,0.0
masked,17.31519,76.99713,5.27794,0.40974,0.0
masked,1.41149,93.29151,4.32856,0.96844,0.0
masked,4.81019,90.27761,4.32793,0.58427,0.0
masked,2.58164,91.08929,5.18535,1.14372,0.0
masked,2.07548,90.89982,5.96922,1.05548,0.0
masked,0.92195,94.59429,3.65058,0.83319,0.0
masked,31.1971,62.04275,6.12538,0.63477,0.0
masked,40.75753,51.69075,7.03964,0.51208,0.0
masked,11.36022,81.59605,6.37966,0.66407,0.0
masked,21.28481,72.43771,5.79845,0.47903,0.0
masked,0.85083,96.84711,1.38059,0.92147,0.0
masked,0.53359,95.8618,2.52591,1.07869,0.0
masked,42.80163,48.86782,7.84819,0.48235,0.0
masked,11.72861,81.30361,6.15503,0.81275,0.0
masked,1.30374,89.64601,7.30349,1.74676,0.0
masked,0.4182,96.78283,2.15334,0.64563,0.0
masked,15.09407,78.74399,5.52915,0.63279,0.0
masked,0.48026,97.52535,1.08725,0.90715,0.0
masked,52.14764,42.14608,5.2394,0.46688,0.0
masked,2.0845,93.07173,3.69909,1.14467,0.0
masked,36.79231,55.82334,6.71865,0.6657,0.0
masked,44.42667,50.33342,4.76281,0.47709,0.0
masked,1.49869,94.32898,3.63969,0.53264,0.0
masked,70.41891,23.81875,5.28745,0.47489,0.0
masked,4.01021,90.36769,4.60913,1.01297,0.0
masked,23.05954,70.04891,6.47327,0.41828,0.0
masked,30.89163,62.10341,6.38066,0.6243,0.0
masked,37.129,56.75498,5.63117,0.48485,0.0
masked,58.38331,36.79566,4.57272,0.24831,0.0
masked,1.065,93.74176,4.15316,1.04007,0.0
masked,0.70378,95.60516,2.8725,0.81856,0.0
masked,38.46885,55.18127,5.67758,0.6723,0.0
masked,0.37627,96.102,2.37128,1.15045,0.0
masked,1.09231,95.36089,2.28743,1.25937,0.0
masked,0.4573,94.559,3.6392,1.34451,0.0
masked,9.37592,84.80464,5.17709,0.64235,0.0
masked,66.1157,27.90504,5.58822,0.39104,0.0
masked,0.93382,95.87486,2.54048,0.65084,0.0
masked,17.03799,76.18967,6.04442,0.72792,0.0
masked,0.73949,95.27741,2.62149,1.36161,0.0
masked,1.05787,93.91722,3.84361,1.18129,0.0
masked,1.42322,94.02865,3.60137,0.94675,0.0
masked,0.55625,96.61906,1.97294,0.85175,0.0
masked,2.88294,90.86294,5.11877,1.13535,0.0
masked,1.48489,93.27941,4.45467,0.78103,0.0
masked,21.14913,71.7068,6.34559,0.79848,0.0
masked,18.92998,76.09022,4.55252,0.42728,0.0
masked,1.47875,94.48063,3.42548,0.61514,0.0
masked,1.00555,92.11966,5.69674,1.17805,0.0
masked,29.44957,65.50916,4.39034,0.65092,0.0
masked,18.37131,76.79099,4.55998,0.27772,0.0
masked,0.72877,95.59669,2.87597,0.79857,0.0
masked,3.26608,91.21291,4.31521,1.20579,0.0
masked,3.63741,90.42853,5.31178,0.62227,0.0
masked,45.9729,48.09331,5.3974,0.53639,0.0
masked,0.40097,95.99825,2.42963,1.17115,0.0
masked,27.75071,65.5228,6.2603,0.46619,0.0
masked,38.58239,55.50339,5.57111,0.34312,0.0
masked,28.0107,66.50301,4.62645,0.85983,0.0
masked,11.03007,82.24129,5.92156,0.80708,0.0
masked,1.60849,94.57168,3.04323,0.7766,0.0
masked,13.48506,79.34757,6.33768,0.8297,0.0
masked,9.27295,85.25049,4.70875,0.76781,0.0
masked,1.29366,92.79748,4.70456,1.2043,0.0
masked,34.75478,59.60954,4.9279,0.70778,0.0
masked,8.7378,85.30623,5.27835,0.67763,0.0
masked,1.30643,94.79769,3.19089,0.705,0.0
masked,79.4076,13.2582,6.8075,0.5267,0.0
masked,13.43226,80.60546,5.33953,0.62275,0.0
masked,32.75985,61.5378,5.17848,0.52386,0.0
masked,36.62924,57.06151,5.70744,0.60181,0.0
masked,64.59713,27.88888,6.94811,0.56588,0.0
masked,9.71582,84.45916,4.97694,0.84809,0.0
masked,4.81119,88.39074,5.6328,1.16527,0.0
masked,0.86702,91.89221,4.85647,2.3843,0.0
masked,7.42043,86.28854,5.69988,0.59115,0.0
masked,0.8554,94.01223,3.69639,1.43598,0.0
masked,0.61463,95.52858,2.53534,1.32145,0.0
masked,54.82463,39.16002,5.66611,0.34924,0.0
masked,0.43864,95.61808,2.82233,1.12096,0.0
masked,24.55293,67.70165,6.85882,0.88659,0.0
masked,3.02089,88.40768,7.03557,1.53586,0.0
masked,28.26391,65.71695,5.44602,0.57312,0.0
masked,0.46175,95.87455,2.63676,1.02695,0.0
masked,36.25891,57.59706,5.64939,0.49465,0.0
masked,10.19768,84.87751,4.26287,0.66195,0.0
masked,13.72437,79.45988,5.89769,0.91805,0.0
masked,1.46954,93.1547,4.2579,1.11786,0.0
masked,22.35563,71.74215,5.23433,0.66789,0.0
masked,27.65013,65.89447,5.77721,0.67818,0.0
masked,11.49767,82.66286,5.27635,0.56312,0.0
masked,73.36193,19.30577,6.89728,0.43502,0.0
masked,9.65498,84.10234,5.48054,0.76215,0.0
masked,60.88043,33.30843,5.20839,0.60275,0.0
masked,1.44272,92.76468,4.51258,1.28001,0.0
masked,39.72363,54.30345,5.28199,0.69094,0.0
masked,0.22556,98.40949,0.4627,0.90226,0.0
masked,0.19424,97.12031,1.80366,0.88179,0.0
masked,4.40459,89.80588,4.99489,0.79464,0.0
masked,3.6162,87.99276,7.31387,1.07717,0.0
masked,45.00396,47.84164,6.25322,0.90118,0.0
masked,6.27394,87.15066,6.07888,0.49652,0.0
masked,16.05161,77.76444,5.33053,0.85342,0.0
masked,7.98137,86.54433,4.61604,0.85827,0.0
masked,42.79407,51.81888,4.97912,0.40793,0.0
masked,0.28489,97.36412,1.67468,0.67631,0.0
masked,0.56341,97.49516,1.09094,0.8505,0.0
masked,0.95168,95.51812,2.6782,0.85201,0.0
masked,12.87206,81.30056,5.08128,0.74609,0.0
masked,55.82163,36.18007,7.5775,0.4208,0.0
masked,27.96327,66.27455,4.96074,0.80143,0.0
masked,31.87034,61.11948,6.66595,0.34423,0.0
masked,0.44003,95.98886,2.76289,0.80821,0.0
masked,0.57477,95.34655,3.20578,0.87291,0.0
masked,0.49782,95.79452,2.82503,0.88263,0.0
masked,3.98184,91.97579,3.42454,0.61783,0.0
masked,50.97001,43.39123,5.01142,0.62733,0.0
masked,25.60416,68.41024,5.30008,0.68552,0.0
masked,36.75297,56.78514,5.77123,0.69066,0.0
masked,9.58099,84.90994,4.67851,0.83056,0.0
masked,9.27365,84.12046,6.09027,0.51562,0.0
masked,0.53904,96.32036,2.23275,0.90785,0.0
masked,45.06934,46.22129,8.03434,0.67503,0.0
masked,1.04295,91.43076,5.85331,1.67298,0.0
masked,26.69903,66.68138,5.93833,0.68127,0.0
masked,2.90384,92.05963,4.08457,0.95196,0.0
masked,0.72766,96.72553,2.06693,0.47988,0.0
masked,83.03783,8.16789,8.14665,0.64763,0.0
masked,66.68207,27.60616,5.31793,0.39384,0.0
masked,1.71734,94.40427,3.05259,0.8258,0.0
masked,1.1445,96.02438,2.27482,0.5563,0.0
masked,0.71478,95.15206,3.19997,0.93319,0.0
masked,64.65165,28.51655,6.54292,0.28888,0.0
masked,1.14126,94.35688,3.50558,0.99628,0.0
masked,10.25673,83.24607,5.95471,0.54248,0.0
masked,2.50265,92.10764,4.09916,1.29055,0.0
masked,0.88883,93.4385,4.66285,1.00982,0.0
masked,14.99302,79.42474,4.95951,0.62273,0.0
masked,9.01195,85.33474,4.94183,0.71147,0.0
masked,3.73751,88.84116,6.27752,1.14381,0.0
masked,1.20045,95.16977,2.89104,0.73874,0.0
masked,5.92473,87.83659,5.22842,1.01026,0.0
masked,0.92378,94.00315,4.07205,1.00102,0.0
masked,0.40227,97.74283,0.98332,0.87158,0.0
masked,0.94967,95.07258,2.98651,0.99124,0.0
masked,9.83709,82.2723,6.89643,0.99417,0.0
masked,0.60093,95.92947,2.1537,1.3159,0.0
masked,2.57426,88.52527,7.49349,1.40698,0.0
masked,30.71952,62.25344,6.19023,0.83682,0.0
masked,8.54268,87.8859,2.64074,0.93069,0.0
masked,0.99085,94.72601,3.48856,0.79458,0.0
